612,78,21,51
601,78,26,51
591,82,26,52
590,80,29,53
582,83,29,54
576,85,23,59
568,93,20,53
559,96,24,55
553,97,25,54
553,96,26,55
545,91,25,58
541,88,21,58
532,93,21,58
522,91,26,58
523,90,27,63
512,89,28,59
508,88,23,63
500,86,20,65
489,87,23,64
491,87,21,65
478,86,30,65
473,88,28,67
465,87,23,68
448,89,28,70
434,89,35,73
423,89,40,75
424,88,38,75
415,87,36,77
409,89,24,80
392,89,31,86
370,90,43,85
367,89,46,88
356,90,48,89
347,86,44,94
331,85,43,97
310,82,47,102
307,84,48,98
294,82,49,110
280,83,47,116
258,85,54,122
239,88,58,129
219,85,65,138
216,86,65,136
193,80,65,149
160,76,66,159
126,73,66,174
91,71,62,189
90,69,68,194
47,66,72,219
1,61,74,247
